ID,min_year,max_year
3215,2008,2015
3216,2001,2015
3217,2001,2015
3218,2006,2012
3219,1993,2012
3220,2006,2015
3221,2008,2015
3222,2001,2015
3223,2001,2015
3224,2005,2015
3225,2012,2015
3226,2012,2015
3227,2016,2017
3228,1981,1983
3229,1989,1994
3230,1989,1994
3231,1989,1994
3232,1993,1994
3233,1996,1997
3234,1996,1997
3235,1996,1997
3236,1987,1996
3237,1977,2008
3238,1962,1975
3239,1987,1994
3240,1977,2001
3241,1977,2001
3242,1999,2014
3243,1970,1994
3244,2004,2006
3245,1984,1990
3246,1978,1993
3247,1970,1994
3248,1980,1993
3249,1970,1981
3250,1982,1994
3251,1995,2016
3252,1970,1981
3253,1983,1994
3254,1995,2016
3255,2015,2017
3256,2014,2016
3257,2014,2016
3258,2001,2003
3259,2001,2006
3260,2001,2006
3261,1970,2002
3262,1974,1991
3263,1977,1994
3264,1972,1994
3265,1979,1994
3266,1970,1994
3267,1979,1994
3268,1970,1994
3269,1970,1994
3270,1970,1994
3271,1980,1993
3272,1971,2016
3273,1970,1981
3274,1982,1994
3275,1995,2016
3276,1970,1981
3277,1982,1994
3278,1995,2016
3279,1970,1981
3280,1982,1994
3281,1995,2016
3282,2014,2016
3283,2014,2016
3284,2015,2017
3285,2001,2006
3286,2001,2006
3287,1971,2002
3288,2008,2009
3289,1975,1989
3290,1970,1994
3291,1970,1994
3292,1970,1994
3293,1972,1994
3294,1978,1994
3295,1970,1994
3296,1970,1994
3297,1970,1994
3298,1970,1994
3299,1970,1994
3300,1980,1993
3301,1971,2016
3302,1970,1981
3303,1982,1994
3304,1995,2016
3305,1970,1981
3306,1982,1994
3307,1995,2016
3308,2014,2016
3309,2014,2016
3310,2015,2017
3311,1995,2005
3312,1995,2004
3313,1995,2006
3314,1985,1993
3315,1985,1993
3316,1990,1991
3317,2005,2013
3318,2005,2017
3319,2004,2005
3320,2005,2013
3321,2006,2013
3322,2005,2013
3323,2009,2011
3324,1995,2005
3325,1995,2004
3326,1995,2006
3327,1992,1994
3328,1992,1994
3329,1992,1994
3330,1985,1990
3331,1985,1990
3332,1991,1994
3333,1999,2017
3334,1999,2005
3335,2001,2017
3336,1999,2017
3337,2001,2017
3338,1999,2017
3339,2001,2017
3340,2001,2017
3341,2003,2017
3342,2000,2017
3343,2009,2011
3344,1998,1999
3345,1995,2005
3346,1995,2004
3347,1995,2006
3348,2000,2006
3349,1991,1994
3350,1999,2016
3351,2000,2005
3352,1999,2016
3353,1999,2016
3354,1999,2016
3355,2005,2017
3356,2000,2016
3357,2000,2017
3358,2012,2016
3359,2002,2016
3360,1970,1994
3361,1977,2000
3362,1977,2000
3363,1970,1994
3364,1971,1994
3365,1970,1994
3366,1970,1994
3367,1973,1993
3368,1972,1994
3369,1971,1994
3370,1970,1994
3371,1970,1994
3372,1971,1994
3373,1981,1993
3374,1974,2015
3375,1970,1981
3376,1982,1994
3377,1995,2016
3378,1970,1981
3379,1982,1994
3380,1995,2016
3381,2014,2016
3382,2014,2016
3383,1993,2004
3384,1992,2011
3385,1991,2012
3386,2003,2015
3387,2005,2015
3388,2004,2016
3389,2006,2016
3390,2004,2016
3391,2003,2015
3392,2005,2015
3393,2004,2016
3394,2006,2016
3395,2012,2015
3396,2004,2016
3397,2012,2015
3398,2003,2015
3399,2005,2015
3400,2004,2016
3401,2012,2015
3402,2004,2016
3403,2012,2015
3404,1984,2003
3405,2003,2015
3406,2005,2015
3407,2004,2016
3408,2006,2016
3409,2012,2015
3410,2004,2016
3411,2006,2016
3412,2012,2015
3413,1997,2011
3414,1995,2004
3415,1978,1994
3416,1978,1991
3417,1977,1991
3418,1970,1994
3419,1970,1994
3420,1970,1993
3421,1970,1994
3422,1974,1994
3423,1982,1990
3424,1998,2006
3425,1971,1982
3426,1985,1995
3427,1996,2015
3428,1971,1982
3429,1984,1995
3430,1996,2015
3431,1978,1982
3432,1991,1995
3433,1996,2015
3434,1976,1983
3435,1984,1995
3436,1998,2013
3437,1978,1988
3438,1996,1999
3439,1978,1991
3440,1996,2015
3441,1977,1994
3442,1995,2015
3443,1977,1994
3444,1995,2015
3445,1981,1994
3446,1995,2015
3447,1990,1994
3448,1995,2015
3449,1991,1994
3450,1995,2015
3451,1970,1994
3452,1995,2012
3453,1981,1994
3454,1978,1991
3455,1970,1994
3456,1970,1994
3457,1973,1985
3458,1970,1994
3459,1971,1994
3460,1970,1994
3461,1970,1994
3462,1973,1994
3463,1970,1994
3464,1970,1994
3465,1970,1994
3466,1970,1994
3467,1972,1994
3468,1981,1993
3469,1971,2016
3470,1970,1981
3471,1982,1994
3472,1995,2016
3473,1970,1981
3474,1982,1994
3475,1995,2016
3476,2015,2017
3477,2014,2016
3478,2014,2016
3479,1970,2016
3480,2007,2016
3481,1970,2016
3482,2007,2016
3483,1970,2010
3484,1996,2013
3485,1973,1995
3486,1996,2004
3487,1973,1995
3488,1950,1987
3489,1970,2010
3490,1970,1977
3491,1970,1984
3492,1972,1993
3493,1970,1994
3494,1971,1994
3495,1970,1994
3496,1970,1994
3497,1972,1993
3498,1970,1994
3499,1970,1994
3500,1970,1994
3501,1970,1994
3502,1970,1994
3503,1971,1991
3504,1980,1993
3505,1971,2016
3506,1970,1981
3507,1982,1994
3508,1995,2016
3509,1970,1981
3510,1982,1994
3511,1995,2016
3512,2015,2017
3513,1970,2016
3514,1970,2016
3515,2014,2016
3516,2014,2016
3517,1974,1992
3518,1979,1993
3519,1975,1990
3520,2014,2016
3521,1987,2003
3522,2003,2015
3523,2005,2015
3524,2004,2016
3525,2006,2016
3526,2012,2015
3527,2004,2016
3528,2006,2016
3529,2012,2015
3530,1984,2003
3531,2003,2015
3532,2005,2015
3533,2004,2016
3534,2012,2015
3535,1984,2012
3536,2001,2015
3537,2006,2012
3538,1992,2012
3539,1988,1997
3540,2006,2010
3541,2001,2015
3542,1984,2012
3543,2006,2012
3544,1995,2012
3545,1975,1976
3546,2006,2015
3547,2008,2015
3548,2001,2015
3549,2001,2015
3550,1984,2003
3551,2003,2015
3552,2005,2015
3553,2004,2016
3554,2006,2016
3555,2012,2015
3556,2004,2016
3557,2006,2016
3558,2012,2015
3559,2016,2017
3560,1997,2011
3561,1995,1997
3562,1987,1992
3563,1973,1977
3564,1971,1973
3565,1978,1981
3566,1993,2002
3567,1993,2002
3568,2008,2010
3569,1984,2000
3570,2000,2011
3571,2000,2011
3572,2000,2011
3573,2000,2011
3574,2004,2010
3575,2004,2007
3576,2008,2009
3577,2011,2014
3578,2006,2017
3579,2008,2017
3580,1970,2007
3581,2001,2003
3582,2001,2006
3583,2001,2006
3584,1977,1991
3585,1973,1984
3586,1970,1994
3587,1973,1994
3588,1973,1993
3589,1970,1994
3590,1972,1994
3591,1976,1992
3592,1970,1994
3593,1970,1994
3594,1970,1994
3595,1970,1994
3596,1970,1994
3597,1971,1993
3598,1980,1993
3599,1971,2016
3600,1970,1981
3601,1982,1994
3602,1995,2016
3603,1970,1981
3604,1982,1994
3605,1995,2016
3606,2014,2016
3607,2014,2016
3608,1971,1994
3609,2005,2008
3610,2005,2008
3611,1978,1992
3612,1975,1990
3613,1972,1994
3614,1970,1994
3615,1972,1994
3616,1972,1994
3617,1970,1994
3618,1971,1994
3619,1972,1994
3620,1972,1994
3621,1973,1994
3622,1971,2016
3623,1970,1981
3624,1983,1993
3625,1995,2016
3626,1970,1981
3627,1982,1988
3628,1995,2016
3629,2008,2015
3630,2006,2017
3631,2006,2017
3632,2001,2013
3633,1980,1987
3634,1995,1996
3635,1992,2012
3636,2007,2012
3637,2001,2012
3638,2012,2017
3639,2012,2017
3640,1995,2006
3641,1995,2009
3642,2001,2011
3643,1987,1999
3644,1997,2000
3645,2005,2016
3646,1994,2014
3647,1994,2014
3648,1997,2014
3649,1994,2014
3650,1994,2014
3651,1994,2014
3652,1994,2014
3653,1994,2014
3654,1994,2014
3655,1994,2014
3656,1994,2014
3657,1994,2014
3658,1994,2014
3659,2014,2017
3660,2002,2012
3661,2001,2011
3662,1983,2005
3663,1996,1997
3664,1996,1997
3665,1995,1997
3666,1987,1999
3667,1997,2000
3668,2005,2016
3669,1970,2014
3670,2008,2014
3671,1987,2014
3672,1987,2014
3673,1987,2014
3674,1990,2014
3675,1990,2014
3676,1987,2014
3677,1987,2014
3678,2009,2017
3679,1970,1982
3680,1951,1993
3681,2003,2013
3682,1954,2014
3683,1954,2014
3684,1955,2013
3685,1955,2013
3686,1955,2013
3687,2005,2014
3688,2005,2014
3689,2008,2012
3690,2006,2009
3691,2005,2014
3692,2005,2014
3693,2005,2014
3694,1953,1977
3695,1953,1977
3696,1984,2006
3697,1972,2006
3698,1984,1994
3699,1971,2008
3700,1960,1992
3701,1980,2002
3702,2003,2015
3703,2006,2016
3704,1954,2014
3705,1954,2014
3706,1954,2013
3707,2005,2008
3708,2005,2014
3709,2005,2014
3710,2005,2014
3711,2005,2014
3712,2005,2014
3713,2005,2013
3714,2006,2016
3715,1997,2006
3716,1970,1974
3717,1998,2001
3718,1984,2001
3719,1975,2001
3720,1975,2001
3721,1971,1996
3722,1954,2014
3723,1954,2014
3724,1954,2014
3725,1954,2014
3726,2009,2017
3727,1998,2016
3728,1977,2016
3729,1998,2015
3730,2005,2013
3731,2005,2014
3732,2005,2014
3733,2005,2014
3734,2005,2014
3735,2005,2014
3736,2005,2014
3737,1977,2019
3738,1996,2007
3739,1996,2003
3740,1996,2007
3741,1996,2007
3742,1970,2002
3743,1950,1992
3744,1950,1994
3745,1951,1995
3746,1950,1994
3747,1966,1993
3748,1950,1994
3749,1950,1993
3750,1950,1994
3751,1950,1993
3752,1950,1993
3753,1950,1993
3754,1950,1993
3755,1950,2014
3756,2005,2013
3757,1960,2014
3758,1961,2014
3759,1960,2013
3760,1960,2014
3761,1960,2014
3762,1960,2013
3763,2000,2014
3764,1965,2003
3765,1960,2014
3766,1960,2014
3767,1960,2014
3768,1960,2014
3769,1960,2014
3770,1987,2011
3771,1960,2014
3772,1960,2014
3773,1960,2012
3774,1960,2014
3775,2001,2012
3776,1976,2013
3777,2005,2013
3778,2005,2012
3779,2005,2014
3780,2005,2014
3781,2005,2014
3782,2005,2014
3783,2005,2013
3784,1995,2009
3785,1960,2008
3786,1997,2008
3787,1971,2008
3788,1981,2005
3789,1969,2010
3790,1969,2008
3791,1969,2008
3792,1970,2000
3793,1983,2001
3794,1998,1999
3795,1951,1993
3796,2004,2013
3797,2005,2015
3798,2004,2016
3799,1985,2001
3800,1985,2011
3801,1985,2012
3802,1985,2013
3803,1985,2014
3804,1985,2014
3805,1985,2006
3806,1964,2015
3807,1967,2014
3808,1987,2015
3809,1967,2014
3810,2005,2008
3811,2005,2013
3812,2005,2010
3813,2005,2014
3814,2005,2014
3815,2005,2014
3816,2005,2014
3817,2005,2014
3818,1995,2018
3819,1995,2018
3820,1995,2018
3821,1995,2018
3822,1995,2018
3823,1950,2010
3824,1950,2010
3825,1950,2010
3826,1950,2010
3827,2003,2015
3828,2005,2015
3829,2004,2016
3830,2006,2016
3831,2012,2015
3832,2012,2015
3833,2006,2016
3834,2004,2016
3835,2008,2012
3836,2013,2016
3837,2005,2017
3838,2003,2017
3839,1977,2015
3840,2002,2017
3841,2001,2003
3842,2001,2006
3843,2001,2006
3844,1970,1971
3845,2004,2010
3846,2004,2010
3847,2005,2010
3848,2009,2010
3849,2005,2010
3850,2007,2010
3851,2008,2010
3852,2008,2010
3853,2004,2007
3854,2004,2009
3855,2004,2010
3856,2009,2010
3857,2006,2010
3858,2008,2009
3859,2004,2010
3860,2008,2009
3861,2004,2009
3862,2009,2010
3863,2004,2010
3864,2007,2009
3865,2005,2010
3866,2009,2010
3867,2009,2010
3868,2004,2005
3869,1970,1994
3870,1991,1993
3871,1989,1992
3872,1971,1994
3873,1971,2016
3874,2011,2014
3875,2009,2011
3876,2006,2017
3877,1950,1996
3878,1977,2017
3879,1977,2017
3880,1977,2016
3881,1977,2017
3882,1984,2014
3883,2008,2011
3884,2013,2016
3885,1950,2001
3886,1970,2001
3887,2003,2015
3888,2005,2015
3889,2004,2016
3890,2006,2016
3891,2012,2015
3892,2004,2016
3893,2006,2016
3894,2012,2015
3895,1984,2012
3896,2006,2012
3897,1992,2012
3898,1992,2012
3899,2006,2012
3900,2002,2012
3901,1978,1989
3902,1950,1983
3903,2006,2015
3904,2008,2015
3905,2001,2015
3906,2001,2015
3907,1992,2012
3908,2016,2018
3909,1997,2011
3910,1994,1997
3911,1995,1997
3912,1981,1984
3913,1987,1992
3914,2005,2010
3915,2005,2007
3916,1973,1977
3917,2002,2004
3918,2002,2004
3919,2002,2004
3920,1999,2005
3921,1994,1998
3922,1993,2002
3923,1993,2002
3924,1987,1997
3925,1987,1997
3926,1972,1991
3927,1971,2016
3928,1994,2017
3929,2001,2011
3930,1994,2017
3931,2002,2003
3932,1984,2003
3933,2005,2015
3934,2004,2016
3935,2012,2015
3936,2012,2015
3937,1990,1995
3938,1998,2012
3939,2004,2015
3940,2004,2015
3941,2004,2015
3942,2011,2013
3943,2006,2014
3944,1998,2002
3945,2003,2004
3946,1995,2002
3947,2006,2007
3948,2007,2016
3949,2011,2015
3950,2008,2016
3951,2010,2016
3952,2008,2014
3953,2009,2015
3954,2008,2016
3955,2008,2016
3956,2009,2015
3957,2011,2015
3958,2004,2018
3959,1984,2003
3960,2003,2015
3961,2005,2015
3962,2004,2016
3963,2004,2016
3964,1970,2016
3965,2004,2018
3966,1982,2008
3967,1996,2004
3968,1972,1995
3969,1972,1983
3970,1997,2013
3971,1974,2008
3972,1982,2006
3973,1970,1994
3974,1972,1994
3975,1970,1994
3976,1971,1994
3977,1973,1994
3978,1972,1994
3979,1970,1994
3980,1972,1994
3981,1970,1994
3982,1970,1994
3983,1972,1994
3984,1980,1993
3985,1972,2016
3986,1970,1981
3987,1982,1994
3988,1995,2016
3989,1970,1981
3990,1982,1994
3991,1995,2016
3992,1984,1995
3993,1996,2013
3994,2014,2016
3995,2015,2017
3996,2014,2016
3997,2006,2012
3998,1992,2012
3999,2006,2014
4000,2008,2015
4001,2001,2015
4002,2001,2015
4003,2008,2012
4004,2012,2015
4005,2012,2015
4006,1994,2007
4007,2014,2017
4008,2007,2015
4009,1984,2003
4010,2004,2011
4011,2005,2015
4012,2004,2016
4013,1998,1999
4014,1995,2004
4015,1995,2006
4016,1999,2017
4017,2001,2003
4018,1999,2016
4019,1999,2012
4020,1999,2016
4021,1999,2016
4022,1999,2016
4023,2003,2004
4024,2004,2012
4025,2001,2017
4026,2001,2017
4027,2002,2017
4028,1999,2006
4029,2001,2003
4030,2001,2006
4031,2001,2006
4032,1971,2011
4033,2004,2010
4034,2004,2010
4035,2009,2010
4036,2004,2010
4037,2005,2010
4038,2005,2010
4039,2009,2010
4040,2004,2010
4041,2008,2010
4042,2004,2010
4043,2004,2010
4044,2004,2010
4045,2009,2010
4046,2004,2010
4047,2004,2010
4048,2005,2010
4049,2004,2010
4050,2005,2010
4051,2009,2010
4052,2004,2010
4053,2006,2010
4054,2005,2009
4055,2004,2010
4056,2007,2010
4057,2004,2010
4058,2009,2010
4059,2004,2010
4060,2007,2010
4061,2004,2010
4062,2009,2010
4063,2005,2010
4064,2004,2010
4065,1980,1994
4066,1989,1994
4067,1980,1993
4068,1970,1994
4069,1977,1991
4070,1970,1994
4071,1970,1994
4072,1971,1990
4073,1980,1993
4074,1971,2016
4075,1970,1981
4076,1982,1994
4077,1995,2016
4078,1970,1981
4079,1982,1994
4080,1995,2016
4081,2011,2014
4082,2011,2014
4083,2011,2014
4084,2011,2014
4085,2011,2014
4086,2011,2014
4087,2011,2014
4088,2011,2014
4089,2011,2014
4090,2011,2014
4091,2011,2014
4092,2011,2014
4093,2011,2014
4094,2011,2014
4095,2011,2014
4096,2011,2014
4097,2011,2014
4098,2011,2014
4099,2014,2016
4100,2014,2016
4101,1993,1997
4102,2004,2010
4103,2004,2010
4104,2009,2010
4105,2004,2010
4106,2005,2010
4107,2005,2010
4108,2009,2010
4109,2004,2010
4110,2008,2010
4111,2004,2010
4112,2008,2010
4113,2008,2010
4114,2006,2010
4115,2004,2010
4116,2004,2010
4117,2009,2010
4118,2004,2010
4119,2004,2010
4120,2005,2010
4121,2004,2010
4122,2005,2010
4123,2009,2010
4124,2004,2010
4125,2006,2010
4126,2005,2009
4127,2004,2010
4128,2007,2009
4129,2004,2010
4130,2008,2010
4131,2004,2010
4132,2007,2010
4133,2004,2010
4134,2009,2010
4135,2005,2010
4136,2004,2010
4137,2011,2014
4138,2011,2014
4139,2011,2014
4140,2011,2014
4141,2011,2014
4142,2011,2014
4143,2011,2014
4144,2011,2014
4145,2011,2014
4146,2011,2014
4147,2011,2014
4148,2011,2014
4149,2011,2014
4150,2011,2014
4151,2011,2014
4152,2011,2014
4153,2011,2014
4154,2011,2014
4155,2011,2014
4156,2011,2014
4157,2011,2014
4158,2011,2014
4159,2011,2014
4160,2011,2014
4161,2011,2014
4162,2011,2014
4163,2011,2014
4164,2011,2014
4165,2011,2014
4166,2011,2014
4167,2008,2017
4168,2010,2017
4169,1984,2003
4170,2003,2015
4171,2005,2015
4172,2004,2016
4173,2006,2016
4174,2012,2015
4175,2004,2016
4176,2006,2016
4177,2012,2015
4178,2008,2017
4179,2007,2008
4180,1995,2008
4181,2001,2008
4182,1994,2008
4183,1998,2008
4184,2003,2008
4185,1994,2008
4186,1998,2008
4187,2001,2008
4188,1994,2008
4189,2007,2008
4190,1997,2008
4191,1986,2007
4192,1972,1997
4193,1961,2001
4194,1994,1997
4195,1992,2002
4196,1999,2002
4197,1992,2002
4198,1994,2004
4199,1995,2004
4200,1995,2004
4201,1997,2002
4202,1997,2004
4203,1996,2004
4204,1994,2004
4205,1994,2002
4206,1996,2002
4207,1996,2002
4208,1995,2002
4209,1995,2002
4210,1993,1998
4211,1980,1993
4212,1961,1997
4213,1961,1997
4214,1975,2013
4215,1983,2008
4216,1980,2016
4217,1980,2016
4218,1967,1974
4219,1978,1980
4220,1982,1994
4221,1968,1980
4222,1982,2008
4223,1987,2014
4224,1987,2014
4225,1987,2014
4226,1987,2014
4227,1987,2014
4228,1987,2014
4229,1987,2014
4230,1996,2001
4231,1980,2015
4232,1987,2015
4233,1986,2015
4234,2000,2013
4235,2006,2012
4236,1972,2010
4237,1970,2015
4238,1971,2011
4239,1996,2011
4240,2005,2015
4241,1985,1995
4242,1995,2002
4243,1984,1991
4244,1987,2015
4245,1991,2014
4246,1995,2014
4247,1985,2007
4248,1985,2014
4249,1982,2014
4250,1988,1995
4251,1987,2007
4252,1987,2013
4253,2004,2016
4254,2012,2015
4255,2008,2012
4256,2013,2016
4257,2012,2015
4258,1994,2010
4259,1980,1992
4260,1971,1981
4261,1969,1981
4262,1950,1989
4263,1984,1992
4264,1968,1991
4265,2015,2016
4266,2015,2016
4267,2015,2016
4268,2015,2016
4269,2015,2016
4270,2015,2016
4271,2015,2016
4272,2015,2016
4273,2015,2016
4274,2015,2016
4275,2015,2016
4276,2015,2016
4277,1987,2014
4278,1994,2017
4279,2004,2010
4280,2009,2010
4281,2009,2010
4282,2004,2010
4283,2005,2010
4284,2005,2009
4285,2007,2008
4286,2005,2009
4287,2008,2009
4288,2004,2010
4289,2008,2009
4290,2007,2009
4291,2011,2014
4292,2011,2014
4293,2015,2016
4294,2010,2015
4295,2010,2013
4296,2010,2015
4297,2012,2015
4298,2010,2014
4299,2010,2015
4300,2010,2015
4301,2010,2015
4302,2010,2015
4303,2010,2015
4304,2010,2015
4305,2010,2014
4306,2006,2017
4307,1992,2012
4308,1992,2012
4309,2010,2018
4310,2001,2007
4311,1984,2012
4312,1992,2012
4313,1992,2012
4314,2003,2012
4315,1987,2012
4316,1965,1981
4317,1976,1988
4318,1971,1992
4319,1977,1990
4320,1977,1991
4321,1974,1988
4322,1974,1991
4323,1970,1988
4324,1960,1988
4325,1961,1988
4326,2006,2015
4327,2008,2015
4328,2001,2015
4329,2001,2015
4330,2006,2012
4331,2005,2009
4332,2004,2010
4333,2012,2015
4334,2005,2017
4335,1963,1995
4336,2003,2015
4337,2005,2015
4338,2004,2016
4339,2006,2016
4340,2004,2016
4341,2006,2016
4342,2008,2010
4343,2004,2015
4344,2006,2016
4345,2006,2016
4346,2006,2016
4347,1997,2005
4348,1997,2005
4349,1997,2005
4350,2003,2015
4351,2005,2015
4352,2004,2016
4353,2006,2016
4354,1967,1995
4355,1980,2001
4356,1999,2013
4357,2003,2013
4358,2004,2014
4359,1997,2012
4360,2004,2016
4361,2006,2016
4362,2003,2015
4363,2007,2015
4364,2004,2016
4365,2006,2016
4366,2004,2016
4367,2006,2016
4368,1950,2014
4369,2003,2015
4370,2005,2015
4371,2004,2016
4372,2006,2016
4373,2006,2016
4374,2004,2016
4375,2005,2017
4376,2003,2017
4377,1987,2003
4378,2007,2013
4379,2005,2015
4380,2004,2016
4381,2012,2015
4382,2008,2012
4383,2013,2016
4384,2012,2015
4385,1996,2006
4386,2003,2015
4387,2005,2015
4388,2004,2016
4389,2006,2016
4390,2004,2016
4391,2006,2016
4392,2003,2015
4393,2005,2015
4394,2004,2016
4395,2006,2016
4396,2012,2015
4397,2004,2016
4398,2006,2016
4399,2012,2015
4400,1989,2003
4401,2003,2015
4402,2005,2015
4403,2004,2016
4404,2006,2016
4405,2012,2015
4406,2004,2016
4407,2006,2016
4408,2012,2015
4409,1987,1995
4410,2003,2015
4411,2005,2015
4412,2004,2016
4413,2006,2016
4414,2004,2016
4415,2006,2016
4416,1978,2009
4417,1991,2010
4418,1991,2010
4419,1984,2015
4420,1984,2003
4421,2003,2015
4422,2005,2015
4423,2004,2016
4424,2006,2016
4425,2008,2010
4426,2015,2016
4427,2004,2016
4428,2006,2016
4429,2003,2015
4430,2004,2016
4431,2006,2016
4432,2004,2016
4433,2006,2016
4434,1986,1992
4435,2003,2015
4436,2005,2015
4437,2004,2016
4438,2012,2015
4439,2009,2012
4440,2013,2016
4441,2004,2016
4442,2012,2015
4443,2003,2004
4444,2005,2015
4445,2008,2012
4446,2013,2016
4447,1978,2009
4448,1991,2010
4449,1991,2010
4450,1978,1991
4451,1977,1991
4452,1970,1994
4453,1970,1994
4454,1970,1994
4455,1970,1994
4456,1971,1994
4457,1970,1994
4458,1971,1994
4459,1972,1994
4460,1972,1994
4461,1977,1994
4462,1970,1994
4463,1984,2015
4464,2005,2013
4465,2008,2014
4466,2013,2016
4467,2005,2013
4468,2005,2013
4469,2006,2012
4470,2008,2009
4471,2013,2016
4472,1984,2000
4473,1966,1995
4474,1980,2001
4475,2003,2015
4476,2005,2015
4477,2004,2016
4478,2006,2016
4479,2004,2016
4480,2006,2016
4481,1967,1984
4482,1999,2009
4483,1975,2009
4484,1970,2009
4485,2003,2015
4486,2005,2015
4487,2004,2016
4488,2006,2016
4489,2004,2016
4490,2006,2016
4491,1987,1998
4492,2003,2015
4493,2005,2015
4494,2004,2016
4495,2006,2016
4496,2004,2016
4497,2006,2016
4498,1967,1994
4499,2003,2015
4500,2009,2015
4501,2004,2016
4502,2006,2016
4503,2004,2016
4504,2006,2016
4505,1984,2003
4506,1995,2004
4507,2003,2015
4508,2005,2015
4509,2004,2016
4510,2007,2016
4511,2012,2015
4512,2004,2016
4513,1986,2005
4514,2006,2014
4515,2004,2015
4516,2004,2016
4517,2010,2016
4518,2004,2016
4519,2003,2015
4520,2006,2016
4521,2006,2016
4522,2003,2015
4523,2005,2015
4524,2006,2016
4525,2006,2016
4526,2006,2016
4527,1984,2000
4528,2003,2015
4529,2005,2015
4530,2004,2016
4531,2006,2016
4532,2004,2016
4533,2003,2015
4534,2005,2015
4535,2004,2016
4536,2006,2016
4537,2004,2016
4538,2006,2016
4539,2003,2015
4540,2005,2015
4541,2004,2016
4542,2006,2016
4543,2012,2015
4544,2004,2014
4545,2004,2016
4546,2006,2016
4547,2012,2015
4548,1996,2004
4549,2004,2015
4550,2004,2012
4551,2006,2016
4552,2006,2016
4553,1970,2016
4554,2004,2018
4555,1993,2007
4556,1970,2016
4557,2007,2016
4558,1970,2016
4559,2007,2016
4560,1970,1994
4561,1973,1994
4562,1970,1994
4563,1972,1994
4564,1985,1994
4565,1973,1994
4566,1973,1994
4567,1978,1993
4568,1972,1994
4569,1970,1994
4570,1971,1994
4571,1980,1993
4572,1984,2012
4573,1972,1981
4574,1982,1994
4575,1995,2016
4576,1970,1981
4577,1982,1994
4578,1995,2016
4579,2014,2016
4580,1996,2008
4581,1980,2008
4582,2003,2015
4583,2005,2015
4584,2004,2016
4585,2006,2016
4586,2012,2015
4587,2003,2017
4588,2006,2016
4589,2004,2016
4590,2012,2015
4591,2005,2017
4592,1970,2014
4593,1971,2018
4594,1970,2016
4595,1975,2018
4596,2004,2018
4597,2016,2017
4598,2016,2017
4599,1989,1991
4600,1989,1991
4601,1990,1991
4602,1997,2006
4603,2000,2002
4604,1981,1984
4605,1987,2005
4606,1965,1975
4607,1972,1991
4608,2014,2017
4609,1995,2004
4610,2003,2015
4611,2005,2015
4612,2004,2016
4613,2012,2015
4614,2004,2016
4615,1970,2016
4616,2004,2018
4617,1970,2016
4618,1994,2017
4619,2001,2011
4620,1981,2005
4621,1981,2005
4622,1981,2005
4623,1970,1986
4624,1984,2006
4625,2005,2010
4626,2008,2010
4627,2009,2010
4628,2007,2010
4629,1971,1981
4630,1976,1988
4631,1970,1994
4632,1971,1994
4633,1970,1994
4634,1970,1994
4635,1973,1994
4636,1970,1994
4637,1970,1994
4638,1970,1994
4639,1970,1994
4640,1970,1994
4641,1971,1994
4642,1981,1993
4643,1971,2016
4644,1982,1994
4645,1995,2016
4646,1982,1994
4647,1995,2016
4648,2011,2014
4649,2014,2016
4650,2014,2016
4651,2007,2012
4652,2007,2012
4653,1968,1977
4654,2006,2008
4655,2008,2013
4656,1987,1990
4657,1987,1990
4658,1987,1990
4659,1987,1990
4660,1987,1990
4661,1987,1990
4662,1987,1990
4663,1987,1990
4664,1987,1990
4665,1987,1990
4666,1987,1990
4667,2014,2017
4668,2000,2004
4669,1995,1998
4670,1993,2004
4671,2000,2003
4672,2000,2004
4673,2001,2003
4674,2000,2004
4675,1996,2017
4676,1996,2014
4677,2005,2013
4678,2006,2016
4679,2006,2016
