ID,Binomial,Species_record_status,Class,Order,Family,Genus,Species,Subspecies,Authority,Common_name,Red_list_category,Year_assessed,Criteria,ED_score,RL_ID,RL_binomial,Fishbase_ID,Fishbase_binomial
2199,Melithreptus_lunatus,Approved,Aves,Passeriformes,Meliphagidae,Melithreptus,lunatus,NULL,"(Vieillot, 1802)",White-naped honeyeater,LC,2016,NULL,6.6765800,103685459,Melithreptus lunatus,NULL,NULL
2200,Liolaemus_lutzae,Approved,Reptilia,Squamata,Liolaemidae,Liolaemus,lutzae,"","Mertens, 1938",Lutz's tree iguana,VU,2000,A1c+2c,4.8513976,12006,Liolaemus lutzae,NULL,NULL
2201,Brotogeris_tirica,Approved,Aves,Psittaciformes,Psittacidae,Brotogeris,tirica,NULL,"(Gmelin, 1788)",Plain parakeet,LC,2016,NULL,4.8798600,22685956,Brotogeris tirica,NULL,NULL
2202,Triclaria_malachitacea,Approved,Aves,Psittaciformes,Psittacidae,Triclaria,malachitacea,NULL,"(Spix, 1824)",Blue-bellied parrot,NT,2016,A2cd+3cd+4cd,9.3203380,22686419,Triclaria malachitacea,NULL,NULL
2203,Pyrrhura_frontalis,Approved,Aves,Psittaciformes,Psittacidae,Pyrrhura,frontalis,NULL,"(Vieillot, 1818)",Maroon-bellied parakeet,LC,2016,NULL,1.6233540,22685793,Pyrrhura frontalis,NULL,NULL
2204,Lama_guanicoe,Approved,Mammalia,Artiodactyla,Camelidae,Lama,guanicoe,"","Müller, 1776",Guanaco,LC,2016,"",19.6027649,11186,Lama guanicoe,NULL,NULL
2205,Pomoxis_annularis,Approved,Actinopteri,Centrarchiformes,Centrarchidae,Pomoxis,annularis,NULL,Rafinesque 1818,White crappie,LC,2012,NULL,NULL,202602,Pomoxis annularis,3387,Pomoxis annularis
2206,Tenrec_ecaudatus,Approved,Mammalia,Afrosoricida,Tenrecidae,Tenrec,ecaudatus,NULL,"Schreber, 1778",Common tenrec,LC,2014,NULL,22.4792631,40595,Tenrec ecaudatus,NULL,NULL
2207,Microgale_drouhardi,Approved,Mammalia,Afrosoricida,Tenrecidae,Microgale,drouhardi,NULL,"G. Grandidier, 1934",Striped shrew tenrec,LC,2015,NULL,11.6299023,62012,Microgale drouhardi,NULL,NULL
2208,Microgale_fotsifotsy,Approved,Mammalia,Afrosoricida,Tenrecidae,Microgale,fotsifotsy,"","Jenkins, Raxworthy & Nussbaum, 1997",Pale-footed shrew tenrec,LC,2015,NULL,9.7955612,62013,Microgale fotsifotsy,NULL,NULL
2209,Microgale_longicaudata,Approved,Mammalia,Afrosoricida,Tenrecidae,Microgale,longicaudata,NULL,"Thomas, 1882",Lesser long-tailed shrew tenrec,LC,2014,NULL,8.9190872,13344,Microgale longicaudata,NULL,NULL
2210,Microgale_talazaci,Approved,Mammalia,Afrosoricida,Tenrecidae,Microgale,talazaci,NULL,"Major, 1896",Talzac's shrew tenrec,LC,2014,NULL,9.0037019,41315,Microgale talazaci,NULL,NULL
2211,Suncus_murinus,Approved,Mammalia,Soricomorpha,Soricidae,Suncus,murinus,"","Linnaeus, 1766",House shrew,LC,2016,NULL,5.9490358,41440,Suncus murinus,NULL,NULL
2212,Oligoryzomys_nigripes,Approved,Mammalia,Rodentia,Cricetidae,Oligoryzomys,nigripes,NULL,"(Olfers, 1818)",Black-footed pygmy rice rat / Delta pygmy rice rat,LC,2016,NULL,2.8619496,15253,Oligoryzomys nigripes,NULL,NULL
2213,Procyon_cancrivorus,Approved,Mammalia,Carnivora,Procyonidae,Procyon,cancrivorus,NULL,"(G.(Baron) Cuvier, 1798)",Crab-eating raccoon,LC,2015,NULL,9.1646346,41685,Procyon cancrivorus,NULL,NULL
2214,Acanthiza_uropygialis,Approved,Aves,Passeriformes,Acanthizidae,Acanthiza,uropygialis,NULL,"Gould, 1838",Chestnut-rumped thornbill,LC,2016,NULL,7.4472630,22704650,Acanthiza uropygialis,NULL,NULL
2215,Oreoica_gutturalis,Approved,Aves,Passeriformes,Oreoicidae,Oreoica,gutturalis,NULL,"(Vigors & Horsfield, 1827)",Crested bellbird,LC,2016,NULL,24.5971500,22705408,Oreoica gutturalis,NULL,NULL
2216,Melanodryas_cucullata,Approved,Aves,Passeriformes,Petroicidae,Melanodryas,cucullata,NULL,"(Latham, 1801)",Hooded robin,LC,2016,NULL,9.0856260,22704837,Melanodryas cucullata,NULL,NULL
2217,Strepera_graculina,Approved,Aves,Passeriformes,Artamidae,Strepera,graculina,NULL,"(White, 1790)",Pied currawong,LC,2016,NULL,9.3163830,22706293,Strepera graculina,NULL,NULL
2218,Leucocarbo_atriceps,Approved,Aves,Suliformes,Phalacrocoracidae,Leucocarbo,atriceps,NULL,"King, 1828",Imperial shag / Imperial cormorant,LC,2018,"",5.6110740,22729686,Phalacrocorax atriceps,NULL,NULL
2219,Nannopterum_brasilianus,Approved,Aves,Suliformes,Phalacrocoracidae,Nannopterum,brasilianus,NULL,"(Gmelin, 1789)",Neotropical cormorant,LC,2018,"",6.1569580,22696773,Phalacrocorax brasilianus,NULL,NULL
2220,Oligoryzomys_longicaudatus,Approved,Mammalia,Rodentia,Cricetidae,Oligoryzomys,longicaudatus,"","(Bennett, 1832)",Long-tailed pygmy rice rat,LC,2016,NULL,2.8564157,15250,Oligoryzomys longicaudatus,NULL,NULL
2221,Chaetodipus_spinatus,Approved,Mammalia,Rodentia,Heteromyidae,Chaetodipus,spinatus,pullus,"(Merriam, 1889)",Spiny pocket mouse,LC,2016,NULL,10.5072364,4338,Chaetodipus spinatus,NULL,NULL
2222,Peromyscus_pseudocrinitus,Approved,Mammalia,Rodentia,Cricetidae,Peromyscus,pseudocrinitus,NULL,"Burt, 1932",Coronados deer mouse / False canyon mouse,CR,2008,B1ab(v),5.2640393,16687,Peromyscus pseudocrinitus,NULL,NULL
2223,Cacatua_galerita,Approved,Aves,Psittaciformes,Cacatuidae,Cacatua,galerita,NULL,"(Latham, 1790)",Sulphur-crested cockatoo,LC,2018,NULL,4.7625500,22684781,Cacatua galerita,NULL,NULL
2224,Eurycea_lucifuga,Approved,Amphibia,Caudata,Plethodontidae,Eurycea,lucifuga,NULL,"Rafinesque, 1822",Cave salamander,LC,2014,NULL,14.9156986,59269,Eurycea lucifuga,NULL,NULL
2225,Micoureus_demerarae,Approved,Mammalia,Didelphimorphia,Didelphidae,Micoureus,demerarae,NULL,"(Thomas, 1905)",Long-furred woolly mouse opossum,LC,2015,NULL,15.1498630,40510,Marmosa demerarae,NULL,NULL
2226,Akodon_montensis,Approved,Mammalia,Rodentia,Cricetidae,Akodon,montensis,"","Thomas, 1913",Montane akodont,LC,2016,NULL,2.8257297,136197,Akodon montensis,NULL,NULL
2227,Euryoryzomys_russatus,Approved,Mammalia,Rodentia,Cricetidae,Euryoryzomys,russatus,"","Wagner, 1848",Russet rice rat,LC,2016,"",3.4633080,29405,Euryoryzomys russatus,NULL,NULL
2228,Sooretamys_angouya,Approved,Mammalia,Rodentia,Cricetidae,Sooretamys,angouya,"","Fischer, 1814",Paraguayan rice rat,LC,2016,"",4.3527895,135161,Sooretamys angouya,NULL,NULL
2229,Charadrius_semipalmatus,Approved,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,NULL,"Bonaparte, 1825",Semipalmated plover,LC,2016,NULL,14.2370900,22693764,Charadrius semipalmatus,NULL,NULL
2230,Gerygone_fusca,Approved,Aves,Passeriformes,Acanthizidae,Gerygone,fusca,NULL,"(Gould, 1838)",Western gerygone,LC,2016,NULL,6.7556090,22704721,Gerygone fusca,NULL,NULL
2231,Rhipidura_fuliginosa,Approved,Aves,Passeriformes,Rhipiduridae,Rhipidura,fuliginosa,NULL,"(Sparrman, 1787)",New Zealand fantail,LC,2016,NULL,4.4509800,22735745,Rhipidura fuliginosa,NULL,NULL
2232,Neochmia_temporalis,Approved,Aves,Passeriformes,Estrildidae,Neochmia,temporalis,NULL,"(Latham, 1801)",Red-browed finch,LC,2018,NULL,5.2219380,22719666,Neochmia temporalis,NULL,NULL
2233,Charadrius_collaris,Approved,Aves,Charadriiformes,Charadriidae,Charadrius,collaris,NULL,"Vieillot, 1818",Collared plover,LC,2016,NULL,12.5252900,22693842,Charadrius collaris,NULL,NULL
2234,Malurus_lamberti,Approved,Aves,Passeriformes,Maluridae,Malurus,lamberti,NULL,"Vigors & Horsfield, 1827",Variegated fairy-wren,LC,2016,NULL,8.6549030,22703744,Malurus lamberti,NULL,NULL
2235,Taeniopygia_bichenovii,Approved,Aves,Passeriformes,Estrildidae,Taeniopygia,bichenovii,NULL,"(Vigors & Horsfield, 1827)",Double-barred finch,LC,2016,NULL,5.7976650,22719682,Taeniopygia bichenovii,NULL,NULL
2236,Gambelia_sila,Approved,Reptilia,Squamata,Crotaphytidae,Gambelia,sila,NULL,"(Stejneger, 1890)",Blunt-nosed leopard lizard,EN,2007,"B2ab(ii,iii,iv,v)c(iv)",17.4383974,40690,Gambelia sila,NULL,NULL
2237,Malurus_splendens,Approved,Aves,Passeriformes,Maluridae,Malurus,splendens,NULL,"(Quoy & Gaimard, 1830)",Splendid fairy-wren,LC,2016,NULL,10.2775000,22703740,Malurus splendens,NULL,NULL
2238,Lampropeltis_getula,Approved,Reptilia,Squamata,Colubridae,Lampropeltis,getula,NULL,"(Linnaeus, 1766)",Common kingsnake,LC,2007,NULL,4.3970055,63828,Lampropeltis getula,NULL,NULL
2239,Acanthiza_reguloides,Approved,Aves,Passeriformes,Acanthizidae,Acanthiza,reguloides,NULL,"Vigors & Horsfield, 1827",Buff-rumped thornbill,LC,2016,NULL,6.8413200,22704638,Acanthiza reguloides,NULL,NULL
2240,Myzomela_sanguinolenta,Approved,Aves,Passeriformes,Meliphagidae,Myzomela,sanguinolenta,NULL,"(Latham, 1801)",Scarlet myzomela,LC,2016,NULL,5.3179750,22703858,Myzomela sanguinolenta,NULL,NULL
2241,Ambystoma_californiense,Approved,Amphibia,Caudata,Ambystomatidae,Ambystoma,californiense,"","Gray, 1853",California tiger salamander,VU,2004,A2c,14.3563308,1098,Ambystoma californiense,NULL,NULL
2242,Hippocampus_reidi,Approved,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,reidi,"",Ginsburg 1933,Longsnout seahorse / Slender seahorse,NT,2016,A2d+4d,NULL,10082,Hippocampus reidi,3285,Hippocampus reidi
2243,Mugil_curema,Approved,Actinopteri,Mugiliformes,Mugilidae,Mugil,curema,NULL,Valenciennes 1836,Silver mullet / White mullet,LC,2018,NULL,NULL,190168,Mugil curema,1086,Mugil curema
2244,Abudefduf_saxatilis,Approved,Actinopteri,Perciformes,Pomacentridae,Abudefduf,saxatilis,NULL,(Linnaeus 1758),Sergeant major,LC,2010,"",NULL,188581,Abudefduf saxatilis,1119,Abudefduf saxatilis
2245,Charadrius_ruficapillus,Approved,Aves,Charadriiformes,Charadriidae,Charadrius,ruficapillus,"","Temminck, 1822",Red-capped plover,LC,2016,NULL,11.5969800,22693832,Charadrius ruficapillus,NULL,NULL
2246,Farancia_abacura,Approved,Reptilia,Squamata,Colubridae,Farancia,abacura,NULL,"(Holbrook, 1836)",Mud snake,LC,2007,NULL,11.8656011,63779,Farancia abacura,NULL,NULL
2247,Bathygobius_soporator,Approved,Actinopteri,Gobiiformes,Gobiidae,Bathygobius,soporator,NULL,(Valenciennes 1837),Frillfin goby,LC,2019,NULL,NULL,183177,Bathygobius soporator,3837,Bathygobius soporator
2248,Gobiesox_barbatulus,Approved,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,barbatulus,NULL,Starks 1913,Lappetlip clingfish,LC,2011,NULL,NULL,186004,Gobiesox barbatulus,57906,Gobiesox barbatulus
2249,Labrisomus_nuchipinnis,Approved,Actinopteri,Blenniiformes,Labrisomidae,Labrisomus,nuchipinnis,NULL,(Quoy & Gaimard 1824),Hairy blenny,LC,2007,NULL,NULL,21132053,Labrisomus nuchipinnis,3735,Labrisomus nuchipinnis
2250,Farancia_erytrogramma,Approved,Reptilia,Squamata,Colubridae,Farancia,erytrogramma,NULL,"Palissot de Beauvois, 1802",Rainbow snake,LC,2007,NULL,11.8627549,63780,Farancia erytrogramma,NULL,NULL
2251,Parablennius_pilicornis,Approved,Actinopteri,Blenniiformes,Blenniidae,Parablennius,pilicornis,NULL,(Cuvier 1829),Ringneck blenny,LC,2009,NULL,NULL,198774,Parablennius pilicornis,16962,Parablennius pilicornis
2252,Nerodia_fasciata,Approved,Reptilia,Squamata,Colubridae,Nerodia,fasciata,NULL,"(Linnaeus, 1766)",Southern water snake,LC,2007,NULL,5.8373773,62237,Nerodia fasciata,NULL,NULL
2253,Nerodia_floridana,Approved,Reptilia,Squamata,Colubridae,Nerodia,floridana,NULL,"(Goff, 1936)",Florida green water snake,LC,2007,NULL,6.9967968,63855,Nerodia floridana,NULL,NULL
2254,Liodytes_pygaea,Approved,Reptilia,Squamata,Colubridae,Liodytes,pygaea,NULL,"(Cope, 1871)",Black swamp snake,LC,2007,NULL,6.1788229,63916,Liodytes pygaea,NULL,NULL
2255,Triturus_cristatus,Approved,Amphibia,Caudata,Salamandridae,Triturus,cristatus,"","(Laurenti, 1768)",Great crested newt,LC,2008,NULL,12.9017051,22212,Triturus cristatus,NULL,NULL
2256,Pelecanus_conspicillatus,Approved,Aves,Pelecaniformes,Pelecanidae,Pelecanus,conspicillatus,NULL,"Temminck, 1824",Australian pelican,LC,2016,NULL,27.4066000,22697608,Pelecanus conspicillatus,NULL,NULL
2257,Lepus_flavigularis,Approved,Mammalia,Lagomorpha,Leporidae,Lepus,flavigularis,NULL,"Wagner, 1844",Tehuantepec jackrabbit,EN,2008,"A2b+3c; B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C1; D",6.9368001,11790,Lepus flavigularis,NULL,NULL
2258,Microcarbo_melanoleucos,Approved,Aves,Suliformes,Phalacrocoracidae,Microcarbo,melanoleucos,NULL,"(Vieillot, 1817)",Little pied cormorant,LC,2018,NULL,7.2288930,22696743,Microcarbo melanoleucos,NULL,NULL
2259,Heteromys_irroratus,Approved,Mammalia,Rodentia,Heteromyidae,Heteromys,irroratus,NULL,"Gray, 1868",Mexican spiny pocket mouse,LC,2016,NULL,6.8586485,12074,Heteromys irroratus,NULL,NULL
2260,Euleptes_europaea,Approved,Reptilia,Squamata,Sphaerodactylidae,Euleptes,europaea,NULL,"(Gené, 1839)",European leaf-toed gecko,NT,2008,NULL,47.2262905,61446,Euleptes europaea,NULL,NULL
2261,Baiomys_musculus,Approved,Mammalia,Rodentia,Cricetidae,Baiomys,musculus,NULL,"Merriam, 1892",Southern pygmy mouse,LC,2016,NULL,9.9891635,2465,Baiomys musculus,NULL,NULL
2262,Peromyscus_levipes,Approved,Mammalia,Rodentia,Cricetidae,Peromyscus,levipes,NULL,"Merriam, 1898",Nimble-footed deer mouse,LC,2016,NULL,5.2883824,16670,Peromyscus levipes,NULL,NULL
2263,Peromyscus_melanophrys,Approved,Mammalia,Rodentia,Cricetidae,Peromyscus,melanophrys,NULL,"(Coues, 1874)",Plateau deer mouse / Plateau mouse,LC,2016,NULL,5.3206125,16677,Peromyscus melanophrys,NULL,NULL
2264,Sceloporus_scalaris,Approved,Reptilia,Squamata,Phrynosomatidae,Sceloporus,scalaris,NULL,"Wiegmann, 1828",Bunch grass lizard,LC,2007,NULL,9.7710527,64142,Sceloporus scalaris,NULL,NULL
2265,Negaprion_brevirostris,Approved,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,brevirostris,NULL,(Poey 1868),Lemon shark,NT,2005,NULL,39.9035242,39380,Negaprion brevirostris,897,Negaprion brevirostris
2266,Charadrius_wilsonia,Approved,Aves,Charadriiformes,Charadriidae,Charadrius,wilsonia,NULL,"Ord, 1814",Wilson's plover,LC,2016,NULL,11.0275700,22693774,Charadrius wilsonia,NULL,NULL
2267,Ardea_cocoi,Approved,Aves,Pelecaniformes,Ardeidae,Ardea,cocoi,NULL,"Linnaeus, 1766",Cocoi heron,LC,2016,NULL,6.0521620,22697001,Ardea cocoi,NULL,NULL
2268,Pardirallus_sanguinolentus,Approved,Aves,Gruiformes,Rallidae,Pardirallus,sanguinolentus,NULL,"(Swainson, 1838)",Plumbeous rail,LC,2016,NULL,9.4891410,22692772,Pardirallus sanguinolentus,NULL,NULL
2269,Fulica_armillata,Approved,Aves,Gruiformes,Rallidae,Fulica,armillata,NULL,"Vieillot, 1817",Red-gartered coot,LC,2016,NULL,6.3330980,22692937,Fulica armillata,NULL,NULL
2270,Haematopus_palliatus,Approved,Aves,Charadriiformes,Haematopodidae,Haematopus,palliatus,NULL,"Temminck, 1820",American oystercatcher,LC,2016,NULL,6.8940610,22693644,Haematopus palliatus,NULL,NULL
2271,Larus_maculipennis,Approved,Aves,Charadriiformes,Laridae,Larus,maculipennis,NULL,"Lichtenstein, 1823",Brown-hooded gull,LC,2018,NULL,1.8910600,22694417,Larus maculipennis,NULL,NULL
2272,Sternula_superciliaris,Approved,Aves,Charadriiformes,Laridae,Sternula,superciliaris,NULL,"(Vieillot, 1819)",Yellow-billed tern,LC,2016,NULL,4.0626060,22694679,Sternula superciliaris,NULL,NULL
2273,Sterna_hirundinacea,Approved,Aves,Charadriiformes,Laridae,Sterna,hirundinacea,NULL,"Lesson, 1831",South american tern,LC,2018,NULL,2.6578770,22694618,Sterna hirundinacea,NULL,NULL
2274,Sterna_trudeaui,Approved,Aves,Charadriiformes,Laridae,Sterna,trudeaui,NULL,"Audubon, 1838",Snowy-crowned tern,LC,2018,NULL,3.9164900,22694651,Sterna trudeaui,NULL,NULL
2275,Megaceryle_torquata,Approved,Aves,Coraciiformes,Alcedinidae,Megaceryle,torquata,NULL,"(Linnaeus, 1766)",Ringed kingfisher,LC,2016,NULL,8.2300670,22683634,Megaceryle torquata,NULL,NULL
2276,Chloroceryle_americana,Approved,Aves,Coraciiformes,Alcedinidae,Chloroceryle,americana,NULL,"(Gmelin, 1788)",Green kingfisher,LC,2016,NULL,8.9119220,22683652,Chloroceryle americana,NULL,NULL
2277,Trachelyopterus_striatulus,Approved,Actinopteri,Siluriformes,Auchenipteridae,Trachelyopterus,striatulus,NULL,(Steindachner 1877),Singing catfish,NE,NULL,NULL,NULL,NULL,NULL,12111,Trachelyopterus striatulus
2278,Cathorops_spixii,Approved,Actinopteri,Siluriformes,Ariidae,Cathorops,spixii,NULL,(Agassiz 1829),Madamango sea catfish,NE,NULL,"",NULL,NULL,NULL,960,Cathorops spixii
2279,Genidens_genidens,Approved,Actinopteri,Siluriformes,Ariidae,Genidens,genidens,NULL,(Cuvier 1829),Guri sea catfish,LC,2009,NULL,NULL,154640,Genidens genidens,13982,Genidens genidens
2280,Aspistor_luniscutis,Approved,Actinopteri,Siluriformes,Ariidae,Aspistor,luniscutis,"",(Valenciennes 1840),No common name,NE,NULL,NULL,NULL,NULL,NULL,58410,Aspistor luniscutis
2281,Ixobrychus_sinensis,Approved,Aves,Pelecaniformes,Ardeidae,Ixobrychus,sinensis,NULL,"(Gmelin, 1789)",Yellow bittern,LC,2016,NULL,17.6684900,22697303,Ixobrychus sinensis,NULL,NULL
2282,Streptopelia_bitorquata,Approved,Aves,Columbiformes,Columbidae,Streptopelia,bitorquata,NULL,"(Temminck, 1809)",Sunda collared-dove,LC,2016,NULL,6.6071290,22727521,Streptopelia bitorquata,NULL,NULL
2283,Corvus_kubaryi,Approved,Aves,Passeriformes,Corvidae,Corvus,kubaryi,"","Reichenow, 1885",Mariana crow,CR,2018,A2bcde+3bcde+4bcde;c2a(ii),3.5764860,22705959,Corvus kubaryi,NULL,NULL
2284,Dicrurus_macrocercus,Approved,Aves,Passeriformes,Dicruridae,Dicrurus,macrocercus,NULL,"Vieillot, 1817",Black drongo,LC,2016,NULL,4.8514510,22706961,Dicrurus macrocercus,NULL,NULL
2285,Rhipidura_rufifrons,Approved,Aves,Passeriformes,Rhipiduridae,Rhipidura,rufifrons,NULL,"(Latham, 1801)",Rufous fantail,LC,2016,NULL,4.5965000,103710458,Rhipidura rufifrons,NULL,NULL
2286,Ptilinopus_roseicapilla,Approved,Aves,Columbiformes,Columbidae,Ptilinopus,roseicapilla,"","(Lesson, 1831)",Mariana fruit-dove,EN,2016,"A3cde; B1ab(iii,iv,v)",6.3835630,22691435,Ptilinopus roseicapilla,NULL,NULL
2287,Alopecoenas_xanthonurus,Approved,Aves,Columbiformes,Columbidae,Alopecoenas,xanthonurus,"","(Temminck, 1823)",White-throated ground-dove,NT,2016,A3e; C1,7.9607040,22691037,Alopecoenas xanthonurus,NULL,NULL
2288,Myzomela_rubratra,Approved,Aves,Passeriformes,Meliphagidae,Myzomela,rubratra,NULL,"(Lesson, 1827)",Micronesian myzomela,LC,2016,NULL,5.8731030,22703865,Myzomela rubratra,NULL,NULL
2289,Todiramphus_cinnamominus,Approved,Aves,Coraciiformes,Alcedinidae,Todiramphus,cinnamominus,"","(Swainson, 1821)",Guam kingfisher / Micronesian kingfisher,EW,2016,NULL,NULL,22725862,Todiramphus cinnamominus,NULL,NULL
2290,Lonchura_atricapilla,Approved,Aves,Passeriformes,Estrildidae,Lonchura,atricapilla,NULL,"(Vieillot, 1807)",Chestnut munia,LC,2016,NULL,3.1550960,22729138,Lonchura atricapilla,NULL,NULL
2291,Hypotaenidia_owstoni,Approved,Aves,Gruiformes,Rallidae,Hypotaenidia,owstoni,NULL,"Rothschild, 1895",Guam rail,EW,2016,NULL,NULL,22692441,Hypotaenidia owstoni,NULL,NULL
2292,Aplonis_opaca,Approved,Aves,Passeriformes,Sturnidae,Aplonis,opaca,"","(Kittlitz, 1833)",Micronesian starling,LC,2016,NULL,2.8262940,22710519,Aplonis opaca,NULL,NULL
2293,Adenomera_andreae,Approved,Amphibia,Anura,Leptodactylidae,Adenomera,andreae,"","(Müller, 1923)",Lowland tropical bullfrog,LC,2004,NULL,19.7051607,56304,Adenomera andreae,NULL,NULL
2294,Rhinella_dapsilis,Approved,Amphibia,Anura,Bufonidae,Rhinella,dapsilis,"","(Myers and Carvalho, 1945)",Bom Jardim toad,LC,2004,NULL,7.9343516,54625,Rhinella dapsilis,NULL,NULL
2295,Tadorna_tadornoides,Approved,Aves,Anseriformes,Anatidae,Tadorna,tadornoides,NULL,"Jardine & Selby, 1828",Australian shelduck,LC,2016,NULL,2.6735800,22680011,Tadorna tadornoides,NULL,NULL
2296,Larus_pacificus,Approved,Aves,Charadriiformes,Laridae,Larus,pacificus,NULL,"Latham, 1801",Pacific gull,LC,2018,NULL,2.0463910,22694279,Larus pacificus,NULL,NULL
2297,Sarcophilus_harrisii,Approved,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,NULL,"Boitard, 1841",Tasmanian devil,EN,2008,A2be+3e,7.2691271,40540,Sarcophilus harrisii,NULL,NULL
2298,Philesturnus_carunculatus,Approved,Aves,Passeriformes,Callaeidae,Philesturnus,carunculatus,NULL,"(Gmelin, 1789)",South Island saddleback,NT,2016,D2,17.7373600,103730490,Philesturnus carunculatus,NULL,NULL
2299,Anas_gracilis,Approved,Aves,Anseriformes,Anatidae,Anas,gracilis,NULL,"Buller, 1869",Grey teal,LC,2016,NULL,2.1122080,22680271,Anas gracilis,NULL,NULL
2300,Cyprinodon_diabolis,Approved,Actinopteri,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,diabolis,"",Wales 1930,Devil's hole pupfish,CR,2014,B1a1b(v)+2ab(v);c2a(ii),NULL,6149,Cyprinodon diabolis,3170,Cyprinodon diabolis
2301,Cygnus_atratus,Approved,Aves,Anseriformes,Anatidae,Cygnus,atratus,NULL,"(Latham, 1790)",Black swan,LC,2018,NULL,5.6204020,22679843,Cygnus atratus,NULL,NULL
2302,Poliocephalus_poliocephalus,Approved,Aves,Podicipediformes,Podicipedidae,Poliocephalus,poliocephalus,NULL,"(Jardine & Selby, 1827)",Hoary-headed grebe,LC,2016,NULL,19.0636600,22696589,Poliocephalus poliocephalus,NULL,NULL
2303,Uta_stansburiana,Approved,Reptilia,Squamata,Phrynosomatidae,Uta,stansburiana,"","Baird & Girard, 1852",Common side-blotched lizard,LC,2007,NULL,11.7651487,64180,Uta stansburiana,NULL,NULL
2304,Terrapene_ornata,Approved,Reptilia,Testudines,Emydidae,Terrapene,ornata,NULL,"Agassiz, 1857",Ornate box turtle,NT,2010,NULL,16.6114203,21644,Terrapene ornata,NULL,NULL
2305,Gallinago_hardwickii,Approved,Aves,Charadriiformes,Scolopacidae,Gallinago,hardwickii,NULL,"(Gray, 1831)",Latham's snipe,LC,2016,NULL,6.9142140,22693078,Gallinago hardwickii,NULL,NULL
2306,Threskiornis_moluccus,Approved,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,moluccus,NULL,"(Cuvier, 1829)",Australian ibis,LC,2016,NULL,15.0667400,22697519,Threskiornis moluccus,NULL,NULL
2307,Chrysemys_picta,Approved,Reptilia,Testudines,Emydidae,Chrysemys,picta,NULL,"(Schneider, 1783)",Painted turtle,LC,2010,NULL,18.4663291,163467,Chrysemys picta,NULL,NULL
2308,Ducula_spilorrhoa,Approved,Aves,Columbiformes,Columbidae,Ducula,spilorrhoa,"","(Gray, 1858)",Torresian imperial-pigeon,LC,2016,NULL,5.5341550,22733554,Ducula spilorrhoa,NULL,NULL
2309,Dromaius_novaehollandiae,Approved,Aves,Struthioniformes,Casuariidae,Dromaius,novaehollandiae,NULL,"(Latham, 1790)",Common emu,LC,2018,NULL,28.6772500,22678117,Dromaius novaehollandiae,NULL,NULL
2310,Thalassarche_bulleri,Approved,Aves,Procellariiformes,Diomedeidae,Thalassarche,bulleri,NULL,"(Rothschild, 1893)",Buller's albatross,NT,2018,D2,7.3123320,22728328,Thalassarche bulleri,NULL,NULL
2311,Anous_minutus,Approved,Aves,Charadriiformes,Laridae,Anous,minutus,"","Boie, 1844",Black noddy,LC,2018,NULL,7.7457470,22694799,Anous minutus,NULL,NULL
2312,Phaethon_rubricauda,Approved,Aves,Phaethontiformes,Phaethontidae,Phaethon,rubricauda,NULL,"Boddaert, 1783",Red-tailed tropicbird,LC,2018,NULL,32.4730500,22696641,Phaethon rubricauda,NULL,NULL
2313,Calomys_venustus,Approved,Mammalia,Rodentia,Cricetidae,Calomys,venustus,NULL,"(Thomas, 1894)",Córdoba laucha,LC,2016,NULL,4.9237528,136304,Calomys venustus,NULL,NULL
2314,Pterodroma_leucoptera,Approved,Aves,Procellariiformes,Procellariidae,Pterodroma,leucoptera,"","(Gould, 1844)",White-winged petrel,VU,2018,"B2ab(ii,v); D2",6.7850710,22697970,Pterodroma leucoptera,NULL,NULL
2315,Leipoa_ocellata,Approved,Aves,Galliformes,Megapodiidae,Leipoa,ocellata,NULL,"Gould, 1840",Malleefowl,VU,2016,A2bce+3ce+4bce,29.4473100,22678646,Leipoa ocellata,NULL,NULL
2316,Oxymycterus_rufus,Approved,Mammalia,Rodentia,Cricetidae,Oxymycterus,rufus,NULL,"(Fischer, 1814)",Red hocicudo,LC,2016,NULL,3.7074027,15792,Oxymycterus rufus,NULL,NULL
2317,Hypotaenidia_sylvestris,Approved,Aves,Gruiformes,Rallidae,Hypotaenidia,sylvestris,"","(Sclater, 1869)",Lord Howe woodhen,EN,2016,D,4.9575530,22692395,Hypotaenidia sylvestris,NULL,NULL
2318,Thinornis_cucullatus,Approved,Aves,Charadriiformes,Charadriidae,Thinornis,cucullatus,NULL,"(Vieillot, 1818)",Hooded plover,VU,2016,C1,15.1476500,22693883,Thinornis cucullatus,NULL,NULL
2319,Calyptorhynchus_lathami,Approved,Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,lathami,NULL,"(Temminck, 1807)",Glossy black-cockatoo,LC,2016,NULL,7.5062760,22684749,Calyptorhynchus lathami,NULL,NULL
